,pdb,chain,CATH Domain,Class Number,Architecture Number,Topology Number,Superfamily Number,S35 Number,S60 Number,S95 Number,S100 Number,S100 Count Number,Domain Length,Resolution
17402,4aj5,S,4aj5S00,6,10,250,1380,1,1,1,1,1,107,3.32
14610,5n81,A,5n81A00,3,40,50,12780,2,1,1,1,1,396,1.6
14689,3n2s,D,3n2sD00,3,40,109,10,30,3,1,1,1,241,1.95
10002,1lng,A,1lngA00,3,30,56,30,3,1,1,1,1,87,2.3
11675,3re3,A,3re3A00,3,30,1330,50,1,5,1,1,1,144,2.65
4943,3in6,B,3in6B00,2,30,110,10,40,1,1,1,1,143,2.12
14046,3c5v,A,3c5vA00,3,40,50,1820,120,1,1,1,1,294,2.0
6149,1wfm,A,1wfmA00,2,60,40,150,43,1,1,1,1,138,999.0
12467,4zz1,A,4zz1A00,3,40,50,170,2,1,1,1,1,200,1.35
5899,4of6,A,4of6A00,2,60,40,10,130,1,1,1,1,108,1.7
15661,2fcj,B,2fcjB00,3,40,1360,10,1,1,1,1,1,118,1.3
13032,1weh,A,1wehA00,3,40,50,450,8,1,1,1,1,169,1.8
15383,2pw6,A,2pw6A00,3,40,830,10,6,1,1,1,1,234,2.27
7167,4whs,A,4whsA00,2,60,130,10,2,1,1,1,1,200,1.35
5853,2q87,C,2q87C00,2,60,40,10,64,2,1,1,1,106,1.7
11036,2vv6,D,2vv6D00,3,30,450,20,12,2,1,1,1,108,1.5
12771,2cjw,A,2cjwA00,3,40,50,300,220,2,1,1,1,174,2.1
1522,3pmc,A,3pmcA00,1,10,490,70,1,1,1,1,1,132,1.49
11866,1dk0,A,1dk0A00,3,30,1500,10,1,2,1,1,1,173,1.77
17073,4a9z,B,4a9zB00,4,10,170,10,3,1,1,1,1,45,2.29
7967,2rex,A,2rexA00,3,10,20,90,26,3,1,1,1,107,2.3
16524,5hde,A,5hdeA00,3,90,190,10,8,2,1,1,1,299,1.62
3044,4a2n,B,4a2nB00,1,20,120,1630,1,1,1,1,1,192,3.4
6867,4c1w,A,4c1wA00,2,60,120,200,57,1,1,1,1,188,1.84
2993,3pmr,A,3pmrA00,1,20,120,770,1,1,1,1,1,195,2.11
15252,5moz,A,5mozA00,3,40,710,10,14,1,1,1,1,247,1.34
6851,4yg0,A,4yg0A00,2,60,120,200,40,1,1,1,1,164,1.29
13789,4jr2,A,4jr2A00,3,40,50,1460,3,2,1,1,1,224,1.65
14839,1e4c,P,1e4cP00,3,40,225,10,6,1,1,1,1,206,1.66
12154,3kij,C,3kijC00,3,40,30,10,205,2,1,1,1,168,1.8
6935,2xom,A,2xomA00,2,60,120,260,9,1,1,1,1,145,0.95
7887,4d2k,B,4d2kB00,3,10,20,10,12,1,1,1,1,80,2.3
12451,3bus,B,3busB00,3,40,50,150,245,1,1,1,1,236,2.65
4264,1ryq,A,1ryqA00,2,20,28,90,1,1,1,1,1,64,1.38
12790,3bd9,A,3bd9A00,3,40,50,300,242,3,1,1,1,258,2.3
12621,4tl9,F,4tl9F00,3,40,50,300,59,1,1,1,1,214,1.82
7864,5lsz,A,5lszA00,2,170,270,10,11,1,1,1,1,243,1.62
1876,4yt3,A,4yt3A00,1,10,630,10,41,1,1,1,1,388,1.8
698,1z00,B,1z00B00,1,10,150,20,56,1,1,1,1,84,999.0
1074,1faf,A,1fafA00,1,10,287,110,12,2,1,1,1,79,999.0
10625,4eo0,A,4eo0A00,3,30,110,160,1,1,1,1,1,106,1.61
413,1w0t,A,1w0tA00,1,10,10,60,48,1,1,1,1,52,2.0
2154,6c7e,D,6c7eD00,1,10,1300,10,3,1,1,1,1,327,1.43
5858,1t2j,A,1t2jA00,2,60,40,10,69,2,1,1,1,116,1.5
16333,2xu3,A,2xu3A00,3,90,70,10,1,1,1,1,1,220,0.9
14993,3pb6,X,3pb6X00,3,40,630,10,3,1,1,1,1,313,1.05
4281,2m4v,A,2m4vA00,2,20,28,270,2,1,1,1,1,80,999.0
2733,3fbl,A,3fblA00,1,20,58,800,2,1,1,1,1,82,1.95
6104,2ker,A,2kerA00,2,60,40,20,2,1,1,1,1,78,999.0
8136,5gpg,A,5gpgA00,3,10,50,40,12,1,1,1,1,110,1.67
3156,5enf,A,5enfA00,1,20,920,10,13,1,1,1,1,123,1.37
3181,1puo,B,1puoB00,1,20,920,50,2,1,1,1,1,142,1.85
4951,3h96,C,3h96C00,2,30,110,10,47,1,1,1,1,135,2.0
10182,3l7p,C,3l7pC00,3,30,70,120,1,9,1,1,1,91,2.0
476,1erd,A,1erdA00,1,10,10,190,1,1,1,1,1,40,999.0
646,2hdz,A,2hdzA00,1,10,30,10,6,1,1,1,1,66,2.0
12170,2fa8,B,2fa8B00,3,40,30,10,232,1,1,1,1,86,1.9
11757,3u5e,U,3u5eU00,3,30,1360,210,2,1,1,1,1,100,1000.0
11677,2uzh,A,2uzhA00,3,30,1330,50,2,2,1,1,1,153,2.2
4944,3nfw,A,3nfwA00,2,30,110,10,41,1,1,1,1,179,1.6
14842,2fk5,A,2fk5A00,3,40,225,10,9,1,1,1,1,195,1.9
9711,1ny1,A,1ny1A00,3,20,20,370,12,1,1,1,1,231,1.8
14648,3bm3,A,3bm3A00,3,40,91,80,1,1,1,1,1,257,1.7
11292,3w9k,A,3w9kA00,3,30,530,20,23,1,1,1,1,135,1.8
8471,2rk9,B,2rk9B00,3,10,180,10,47,1,1,1,1,115,1.6
7625,2bbk,H,2bbkH00,2,130,10,10,26,1,1,1,1,355,1.75
2899,1qkr,B,1qkrB00,1,20,120,230,5,1,1,1,1,171,1.8
12045,3iv4,A,3iv4A00,3,40,30,10,54,1,1,1,1,110,1.5
8281,1ukx,A,1ukxA00,3,10,110,10,28,1,1,1,1,137,999.0
15093,6bvc,A,6bvcA00,3,40,630,30,55,1,1,1,1,154,1.81
7613,1gxr,A,1gxrA00,2,130,10,10,15,1,1,1,1,335,1.65
3724,3mkr,A,3mkrA00,1,25,40,10,124,1,1,1,1,291,2.6
9177,5f4w,A,5f4wA00,3,20,20,70,111,1,1,1,1,325,1.66
1606,2ib1,A,2ib1A00,1,10,533,10,24,2,1,1,1,91,999.0
3000,2wl8,C,2wl8C00,1,20,120,900,1,1,1,1,1,109,2.05
12121,1aba,A,1abaA00,3,40,30,10,164,1,1,1,1,87,1.45
1124,3bhp,A,3bhpA00,1,10,287,540,5,1,1,1,1,50,2.01
6312,1h6f,A,1h6fA00,2,60,40,820,1,1,1,1,1,184,1.7
2134,2rh3,A,2rh3A00,1,10,1220,190,1,1,1,1,1,121,1.7
12439,2avn,A,2avnA00,3,40,50,150,220,1,1,1,1,242,2.35
8625,5aii,H,5aiiH00,3,10,450,50,11,2,1,1,1,130,1.47
13377,3oid,C,3oidC00,3,40,50,720,330,1,1,1,1,248,1.8
14166,3hxk,A,3hxkA00,3,40,50,1820,251,1,1,1,1,249,3.2
958,2kbz,A,2kbzA00,1,10,246,150,1,1,1,1,1,99,999.0
12604,2no7,B,2no7B00,3,40,50,300,49,1,1,1,1,219,1.7
6485,4i9x,A,4i9xA00,2,60,40,3790,1,1,1,1,1,181,2.1
11051,1n9l,A,1n9lA00,3,30,450,20,34,3,1,1,1,109,1.9
7089,4mhr,A,4mhrA00,2,60,120,620,13,2,1,1,1,280,2.1
9348,1nq6,A,1nq6A00,3,20,20,80,30,5,1,1,1,302,1.78
9356,5a95,A,5a95A00,3,20,20,80,33,1,1,1,1,337,1.35
15159,2fia,B,2fiaB00,3,40,630,30,134,1,1,1,1,159,2.6
17246,2ebr,A,2ebrA00,4,10,1060,10,1,2,1,1,1,47,999.0
4457,3u23,A,3u23A00,2,30,30,40,20,1,1,1,1,56,1.11
12514,6aib,A,6aibA00,3,40,50,300,3,3,1,1,1,201,1.5
7177,3n9t,A,3n9tA00,2,60,130,10,6,2,1,1,1,286,2.0
12290,1jg1,A,1jg1A00,3,40,50,150,3,1,1,1,1,215,1.2
10458,1mwq,A,1mwqA00,3,30,70,1060,1,1,1,1,1,99,0.99
5405,3pmp,A,3pmpA00,2,40,100,10,1,3,1,1,1,163,1.47
16819,2lnh,A,2lnhA00,3,90,810,10,3,1,1,1,1,65,999.0
8234,4yli,E,4yliE00,3,10,100,10,47,1,1,1,1,149,2.45
4025,1nql,B,1nqlB00,2,10,25,10,42,1,1,1,1,48,2.8
1020,1x57,A,1x57A00,1,10,260,40,72,2,1,1,1,91,999.0
16225,2ft3,F,2ft3F00,3,80,10,10,33,2,1,1,1,305,3.4
10189,2o66,C,2o66C00,3,30,70,120,7,2,1,1,1,106,1.9
6264,4mzi,A,4mziA00,2,60,40,720,1,1,1,1,1,193,1.25
15852,3wcx,A,3wcxA00,3,60,10,10,6,3,1,1,1,291,2.0
8648,3f9s,B,3f9sB00,3,10,450,50,31,1,1,1,1,139,1.76
4878,2edv,A,2edvA00,2,30,42,10,100,1,1,1,1,96,999.0
2953,2qnl,A,2qnlA00,1,20,120,450,1,1,1,1,1,159,1.5
3390,5ux1,D,5ux1D00,1,20,1260,10,33,1,1,1,1,197,1.5
5321,3j7a,5,3j7a500,2,40,50,140,182,2,1,1,1,58,3.2
11276,4oic,A,4oicA00,3,30,530,20,9,2,1,1,1,182,2.0
2249,5t44,A,5t44A00,1,10,2000,10,3,2,1,1,1,117,1.99
9372,5ns6,A,5ns6A00,3,20,20,80,48,4,1,1,1,438,1.5
12264,2vzn,B,2vznB00,3,40,33,10,7,2,1,1,1,204,3.05
4934,2i02,A,2i02A00,2,30,110,10,25,1,1,1,1,137,1.8
10580,4oi3,A,4oi3A00,3,30,70,3090,1,1,1,1,1,79,1.3
2426,1xtc,C,1xtcC00,1,20,5,240,1,2,1,1,1,45,2.4
10709,2yzt,A,2yztA00,3,30,160,250,4,1,1,1,1,66,1.8
3212,6gyh,A,6gyhA00,1,20,1070,10,2,2,1,1,1,225,2.0
5986,1z9l,A,1z9lA00,2,60,40,10,320,1,1,1,1,120,1.7
8516,4twl,A,4twlA00,3,10,200,10,10,1,1,1,1,239,2.11
7429,4j2k,B,4j2kB00,2,80,10,50,57,1,1,1,1,167,1.75
4984,5mxn,1,5mxn100,2,30,110,20,4,3,1,1,1,170,3.7
10090,4hi1,A,4hi1A00,3,30,70,100,12,2,1,1,1,88,1.96
11561,1dhn,A,1dhnA00,3,30,1130,10,5,2,1,1,1,121,1.65
9008,4evz,A,4evzA00,3,20,20,70,21,2,1,1,1,254,1.46
6339,6nfr,A,6nfrA00,2,60,40,1220,1,1,1,1,1,97,1.0
11406,3ga1,A,3ga1A00,3,30,710,10,20,1,1,1,1,113,2.1
2786,4h9n,C,4h9nC00,1,20,58,2170,1,1,1,1,1,205,1.95
7028,1nqj,B,1nqjB00,2,60,120,380,1,1,1,1,1,115,1.0
14804,2hxr,A,2hxrA00,3,40,190,290,3,1,1,1,1,196,2.05
16170,3fds,D,3fdsD00,3,70,10,10,8,1,1,1,1,241,2.05
6914,2uwa,A,2uwaA00,2,60,120,200,98,2,1,1,1,274,1.8
10085,1gxu,A,1gxuA00,3,30,70,100,6,1,1,1,1,88,1.27
17345,2yje,M,2yjeM00,6,10,140,2040,1,1,1,1,1,52,3.1
4004,4c9g,A,4c9gA00,1,50,40,10,1,2,1,1,1,265,2.49
13676,2hsj,D,2hsjD00,3,40,50,1110,7,1,1,1,1,212,1.5
14565,2mcf,A,2mcfA00,3,40,50,11630,1,1,1,1,1,148,999.0
7772,4kh3,A,4kh3A00,2,160,20,20,7,1,1,1,1,492,2.5
15284,2iwb,A,2iwbA00,3,40,710,10,36,2,1,1,1,246,1.8
15431,2pbq,C,2pbqC00,3,40,980,10,3,2,1,1,1,172,1.7
5221,1bcp,D,1bcpD00,2,40,50,110,20,1,1,1,1,110,2.7
8190,1umr,C,1umrC00,3,10,100,10,15,7,1,1,1,125,2.4
14474,1u7z,A,1u7zA00,3,40,50,10300,2,1,1,1,1,216,2.3
13308,4h15,A,4h15A00,3,40,50,720,226,1,1,1,1,255,1.45
1449,1eca,A,1ecaA00,1,10,490,10,15,1,1,1,1,136,1.4
15753,2jli,A,2jliA00,3,40,1690,10,1,1,1,1,1,100,1.13
15061,1z4r,A,1z4rA00,3,40,630,30,26,1,1,1,1,163,1.74
8681,4q53,B,4q53B00,3,10,450,50,58,1,1,1,1,106,1.27
13556,4gud,B,4gudB00,3,40,50,880,18,1,1,1,1,197,1.91
584,2lmz,A,2lmzA00,1,10,10,2920,1,1,1,1,1,42,999.0
4065,3hh7,A,3hh7A00,2,10,60,10,8,1,1,1,1,65,1.55
11985,1rw1,A,1rw1A00,3,40,30,10,9,1,1,1,1,111,1.02
10944,3rco,B,3rcoB00,3,30,420,610,1,1,1,1,1,78,1.8
9775,2isb,A,2isbA00,3,20,130,10,1,1,1,1,1,175,1.66
1943,3cp5,A,3cp5A00,1,10,760,10,8,1,1,1,1,116,1.24
1866,3b98,B,3b98B00,1,10,630,10,34,2,1,1,1,427,2.08
13380,4qed,A,4qedA00,3,40,50,720,347,1,1,1,1,248,1.85
482,2k85,A,2k85A00,1,10,10,440,4,1,1,1,1,65,999.0
16825,2eb4,D,2eb4D00,3,90,850,10,2,1,1,1,1,260,1.6
15137,3p2h,A,3p2hA00,3,40,630,30,99,1,1,1,1,184,2.0
823,4pe0,A,4pe0A00,1,10,238,10,3,1,1,1,1,92,1.08
2335,1nhl,A,1nhlA00,1,20,5,110,25,1,1,1,1,52,2.3
820,5zgm,A,5zgmA00,1,10,238,10,2,4,1,1,1,109,1.4
12747,1aqu,B,1aquB00,3,40,50,300,192,4,1,1,1,280,1.6
14489,1t1j,A,1t1jA00,3,40,50,10400,1,1,1,1,1,119,1.7
824,2y5i,A,2y5iA00,1,10,238,10,3,2,1,1,1,97,2.03
9817,4kyp,A,4kypA00,3,30,30,10,11,1,1,1,1,72,1.7
11381,3nzt,A,3nztA00,3,30,590,20,2,2,1,1,1,498,2.0
6216,1b3i,A,1b3iA00,2,60,40,420,39,5,1,1,1,97,999.0
3145,5mwz,A,5mwzA00,1,20,920,10,3,2,1,1,1,114,1.25
15554,2f02,B,2f02B00,3,40,1190,20,33,1,1,1,1,308,1.9
13664,2mdt,A,2mdtA00,3,40,50,1010,27,1,1,1,1,119,999.0
14335,3h5i,A,3h5iA00,3,40,50,2300,217,1,1,1,1,125,1.9
12076,3cxg,A,3cxgA00,3,40,30,10,87,1,1,1,1,122,2.0
14020,3ngm,A,3ngmA00,3,40,50,1820,97,3,1,1,1,297,2.8
10560,4n77,A,4n77A00,3,30,70,2660,2,1,1,1,1,195,2.0
8048,2kfj,A,2kfjA00,3,10,20,90,129,1,1,1,1,86,999.0
3910,4ack,B,4ackB00,1,25,40,590,2,1,1,1,1,153,2.15
13324,4one,C,4oneC00,3,40,50,720,250,1,1,1,1,246,1.65
7484,3tow,A,3towA00,2,100,10,50,1,1,1,1,1,152,1.34
227,2heo,A,2heoA00,1,10,10,10,242,1,1,1,1,59,1.7
1318,4cgr,B,4cgrB00,1,10,357,10,87,1,1,1,1,189,2.1
3345,3r2k,A,3r2kA00,1,20,1260,10,2,3,1,1,1,154,1.55
15114,3tcv,A,3tcvA00,3,40,630,30,74,2,1,1,1,221,1.75
634,2l5a,A,2l5aA00,1,10,20,10,46,1,1,1,1,225,999.0
6577,3ibm,B,3ibmB00,2,60,120,10,43,2,1,1,1,146,2.0
14926,4klx,A,4klxA00,3,40,430,10,3,1,1,1,1,161,1.23
8760,2wgo,A,2wgoA00,3,10,450,260,1,1,1,1,1,98,999.0
201,2jzy,A,2jzyA00,1,10,10,10,172,3,1,1,1,104,999.0
6974,4gwi,A,4gwiA00,2,60,120,260,49,2,1,1,1,144,1.6
7419,3zc8,A,3zc8A00,2,80,10,50,44,2,1,1,1,182,2.24
5992,1neu,A,1neuA00,2,60,40,10,346,1,1,1,1,115,1.9
9820,2mz0,A,2mz0A00,3,30,30,10,13,1,1,1,1,55,999.0
7740,1nhc,A,1nhcA00,2,160,20,10,14,3,1,1,1,336,1.7
10441,2jz5,A,2jz5A00,3,30,70,860,3,1,1,1,1,91,999.0
9836,2k35,A,2k35A00,3,30,30,100,1,1,1,1,1,60,999.0
4088,2mj0,A,2mj0A00,2,10,60,10,26,1,1,1,1,66,999.0
11421,2x5h,A,2x5hA00,3,30,720,60,1,1,1,1,1,92,1.8
1666,1hg4,C,1hg4C00,1,10,565,10,11,2,1,1,1,238,2.4
10812,2bh1,X,2bh1X00,3,30,300,160,1,1,1,1,1,68,2.4
1516,1kn1,A,1kn1A00,1,10,490,20,4,2,1,1,1,160,2.2
5419,1v9t,A,1v9tA00,2,40,100,10,4,2,1,1,1,166,1.7
5344,1yez,A,1yezA00,2,40,50,140,223,2,1,1,1,68,999.0
16753,4y7u,A,4y7uA00,3,90,550,10,25,1,1,1,1,224,1.7
8324,1z6b,A,1z6bA00,3,10,129,10,19,2,1,1,1,142,2.09
12797,3cwq,A,3cwqA00,3,40,50,300,250,1,1,1,1,204,2.47
10595,2wj9,B,2wj9B00,3,30,70,3580,1,1,1,1,1,145,1.62
10099,4ydx,A,4ydxA00,3,30,70,100,18,2,1,1,1,67,1.6
5481,3s26,A,3s26A00,2,40,128,20,29,2,1,1,1,169,1.8
3190,1kqf,C,1kqfC00,1,20,950,20,1,1,1,1,1,216,1.6
10320,3fey,B,3feyB00,3,30,70,330,65,1,1,1,1,97,2.2
12136,1v98,A,1v98A00,3,40,30,10,177,2,1,1,1,92,1.82
1860,1po5,A,1po5A00,1,10,630,10,32,1,1,1,1,465,1.6
3391,2itb,B,2itbB00,1,20,1260,10,33,2,1,1,1,194,2.05
6498,3nrf,A,3nrfA00,2,60,40,4110,1,1,1,1,1,101,1.5
4715,2hkn,A,2hknA00,2,30,30,190,3,1,1,1,1,76,1.87
6945,4qpw,A,4qpwA00,2,60,120,260,19,1,1,1,1,142,1.14
13415,4imr,B,4imrB00,3,40,50,720,419,1,1,1,1,253,1.96
9403,3ndz,A,3ndzA00,3,20,20,80,73,4,1,1,1,345,2.08
13473,2pzm,B,2pzmB00,3,40,50,720,608,2,1,1,1,313,2.0
9282,2jgq,A,2jgqA00,3,20,20,70,195,1,1,1,1,232,2.3
13440,5thq,A,5thqA00,3,40,50,720,495,1,1,1,1,248,2.3
16682,1dj7,A,1dj7A00,3,90,460,10,1,1,1,1,1,109,1.6
11118,1ysq,A,1ysqA00,3,30,450,40,9,1,1,1,1,181,1.75
9381,5dt7,B,5dt7B00,3,20,20,80,48,13,1,1,1,442,2.15
5929,3mpc,A,3mpcA00,2,60,40,10,172,1,1,1,1,96,1.6
16768,4ayl,A,4aylA00,3,90,550,10,42,1,1,1,1,210,1.92
13403,5u8p,A,5u8pA00,3,40,50,720,389,3,1,1,1,292,1.4
15303,4ivk,A,4ivkA00,3,40,710,10,66,1,1,1,1,404,1.8
16401,2j7q,A,2j7qA00,3,90,70,120,1,1,1,1,1,226,1.8
8575,1t62,B,1t62B00,3,10,400,10,6,1,1,1,1,163,3.0
15332,3lxy,A,3lxyA00,3,40,718,10,8,1,1,1,1,329,1.7
2987,3u8v,A,3u8vA00,1,20,120,660,2,1,1,1,1,83,1.9
1191,4gzr,D,4gzrD00,1,10,287,1060,12,1,1,1,1,80,2.55
14444,3pc6,A,3pc6A00,3,40,50,10190,14,1,1,1,1,99,1.9
8518,6h8m,A,6h8mA00,3,10,250,10,2,1,1,1,1,107,1.7
180,1xsv,A,1xsvA00,1,10,10,10,123,1,1,1,1,104,1.7
7498,2qpz,A,2qpzA00,2,102,10,10,16,1,1,1,1,103,1.85
17453,4e18,B,4e18B00,6,10,250,2510,1,1,1,1,1,46,2.4
6621,5d1i,A,5d1iA00,2,60,120,10,126,1,1,1,1,116,2.0
16974,1ro7,C,1ro7C00,3,90,1480,10,1,1,1,1,1,240,1.8
17107,2ypa,A,2ypaA00,4,10,280,10,13,2,1,1,1,67,2.8
14277,2wmy,C,2wmyC00,3,40,50,2300,41,2,1,1,1,144,2.21
2530,1qgk,B,1qgkB00,1,20,5,690,1,1,1,1,1,44,2.5
12230,2kuc,A,2kucA00,3,40,30,10,309,1,1,1,1,121,999.0
6591,5flj,A,5fljA00,2,60,120,10,67,1,1,1,1,182,1.82
4931,1usc,A,1uscA00,2,30,110,10,18,1,1,1,1,178,1.24
12960,5lva,A,5lvaA00,3,40,50,360,15,3,1,1,1,174,2.53
10890,2etj,A,2etjA00,3,30,420,10,32,1,1,1,1,206,1.74
9093,5c54,G,5c54G00,3,20,20,70,56,1,1,1,1,307,1.6
6231,4zk8,A,4zk8A00,2,60,40,420,85,1,1,1,1,294,1.15
16640,1q8f,A,1q8fA00,3,90,245,10,5,1,1,1,1,308,1.7
4848,3bpu,A,3bpuA00,2,30,42,10,52,1,1,1,1,86,1.6
11877,4p2i,A,4p2iA00,3,30,1520,10,9,1,1,1,1,117,1.9
1670,5hjs,A,5hjsA00,1,10,565,10,14,1,1,1,1,226,1.72
17166,3fp7,J,3fp7J00,4,10,410,10,14,1,1,1,1,43,1.46
7812,1c8e,A,1c8eA00,2,170,30,10,2,2,1,1,1,534,3.0
10744,4jg4,A,4jg4A00,3,30,230,10,9,2,1,1,1,114,2.3
11869,2v6v,A,2v6vA00,3,30,1520,10,2,1,1,1,1,133,1.5
4885,1uhp,A,1uhpA00,2,30,42,10,102,5,1,1,1,107,999.0
2325,1gl2,D,1gl2D00,1,20,5,110,15,1,1,1,1,55,1.9
3213,3am6,A,3am6A00,1,20,1070,10,2,3,1,1,1,224,3.2
9422,1fob,A,1fobA00,3,20,20,80,109,1,1,1,1,334,1.8
8413,4glk,A,4glkA00,3,10,129,130,1,1,1,1,1,165,2.16
4360,1dyn,A,1dynA00,2,30,29,30,61,1,1,1,1,113,2.2
13625,2p9j,B,2p9jB00,3,40,50,1000,37,2,1,1,1,159,2.4
12102,5zvl,B,5zvlB00,3,40,30,10,122,4,1,1,1,108,2.96
648,1cg7,A,1cg7A00,1,10,30,10,9,2,1,1,1,93,999.0
13207,4rzi,A,4rziA00,3,40,50,720,135,5,1,1,1,239,2.89
7828,2kwb,A,2kwbA00,2,170,150,10,4,1,1,1,1,183,999.0
13436,5z75,A,5z75A00,3,40,50,720,490,5,1,1,1,306,2.1
13410,3kzv,A,3kzvA00,3,40,50,720,410,1,1,1,1,249,2.0
3118,1we1,D,1we1D00,1,20,910,10,4,3,1,1,1,221,2.5
16245,3jb9,j,3jb9j00,3,80,10,10,52,2,1,1,1,160,3.6
16641,4wr2,A,4wr2A00,3,90,245,10,5,2,1,1,1,300,1.7
9640,3tva,A,3tvaA00,3,20,20,150,33,1,1,1,1,279,2.15
3510,1j3e,A,1j3eA00,1,20,1380,10,1,2,1,1,1,115,2.5
11378,1b5e,A,1b5eA00,3,30,572,10,4,1,1,1,1,241,1.6
16852,5uag,E,5uagE00,3,90,940,10,4,1,1,1,1,89,3.4
8900,4uwm,A,4uwmA00,3,20,20,30,5,1,1,1,1,362,1.9
10706,3kwr,B,3kwrB00,3,30,160,250,1,1,1,1,1,81,1.45
2220,2c5z,A,2c5zA00,1,10,1740,100,2,1,1,1,1,93,999.0
8927,3lye,A,3lyeA00,3,20,20,60,2,1,1,1,1,285,1.3
8007,4b6w,A,4b6wA00,3,10,20,90,70,1,1,1,1,83,2.35
4889,1p1e,A,1p1eA00,2,30,42,10,111,1,1,1,1,101,999.0
8458,5cj3,A,5cj3A00,3,10,180,10,25,3,1,1,1,126,1.65
16849,1twf,F,1twfF00,3,90,940,10,1,1,1,1,1,84,2.3
5019,1o6a,B,1o6aB00,2,30,330,10,2,1,1,1,1,79,1.85
172,3gw2,A,3gw2A00,1,10,10,10,110,1,1,1,1,92,2.1
904,2nco,A,2ncoA00,1,10,238,10,144,1,1,1,1,102,999.0
3928,3u64,A,3u64A00,1,25,40,920,1,1,1,1,1,271,2.3
9241,3cu2,A,3cu2A00,3,20,20,70,153,1,1,1,1,232,1.91
5113,3oug,A,3ougA00,2,40,40,20,3,1,1,1,1,105,1.55
4846,1qau,A,1qauA00,2,30,42,10,48,1,1,1,1,112,1.25
15183,3jvn,A,3jvnA00,3,40,630,30,177,1,1,1,1,115,2.61
3556,3nzz,B,3nzzB00,1,20,1710,10,2,1,1,1,1,277,1.65
13044,3uqz,B,3uqzB00,3,40,50,450,27,1,1,1,1,275,2.7
14609,4n49,A,4n49A00,3,40,50,12760,1,1,1,1,1,402,1.9
1944,4n0k,A,4n0kA00,1,10,760,10,9,1,1,1,1,108,1.05
3792,2f37,A,2f37A00,1,25,40,20,40,1,1,1,1,244,1.7
11182,3b42,A,3b42A00,3,30,450,290,1,1,1,1,1,126,1.9
10357,2dh7,A,2dh7A00,3,30,70,330,130,3,1,1,1,105,999.0
158,2a07,J,2a07J00,1,10,10,10,80,1,1,1,1,83,1.9
1251,1vw4,Y,1vw4Y00,1,10,287,3980,2,2,1,1,1,45,1000.0
12211,2p0g,B,2p0gB00,3,40,30,10,277,1,1,1,1,79,2.3
15800,5bva,A,5bvaA00,3,50,50,60,183,1,1,1,1,398,1.87
7364,2hc8,A,2hc8A00,2,70,150,10,4,1,1,1,1,113,1.65
5055,2v3m,B,2v3mB00,2,40,10,230,3,1,1,1,1,85,2.74
14180,1p3y,1,1p3y100,3,40,50,1950,7,1,1,1,1,171,2.54
11986,2kok,A,2kokA00,3,40,30,10,9,2,1,1,1,120,999.0
6986,2yfu,A,2yfuA00,2,60,120,260,72,1,1,1,1,140,1.65
3324,4tpj,A,4tpjA00,1,20,1250,20,11,2,1,1,1,445,3.2
10741,3vg8,C,3vg8C00,3,30,200,270,1,1,1,1,1,107,2.2
1871,6f0c,A,6f0cA00,1,10,630,10,38,1,1,1,1,383,1.7
8697,3f7s,A,3f7sA00,3,10,450,50,73,1,1,1,1,134,2.11
12103,4hde,A,4hdeA00,3,40,30,10,123,1,1,1,1,162,1.32
11681,4zhw,A,4zhwA00,3,30,1330,60,2,2,1,1,1,110,1.39
6813,1gsl,A,1gslA00,2,60,120,200,16,4,1,1,1,242,2.0
8688,3h3h,B,3h3hB00,3,10,450,50,65,1,1,1,1,117,1.6
8372,1ixl,A,1ixlA00,3,10,129,10,66,1,1,1,1,127,1.94
6743,2wnv,D,2wnvD00,2,60,120,40,2,1,1,1,1,134,1.25
2843,1lwb,A,1lwbA00,1,20,90,10,3,1,1,1,1,122,1.05
11543,4jgx,A,4jgxA00,3,30,1050,10,13,1,1,1,1,119,2.2
1807,4tpo,A,4tpoA00,1,10,630,10,6,1,1,1,1,399,1.23
13623,3mmz,C,3mmzC00,3,40,50,1000,34,1,1,1,1,161,1.84
9380,2o9p,A,2o9pA00,3,20,20,80,48,12,1,1,1,445,2.1
12818,1wrb,A,1wrbA00,3,40,50,300,283,3,1,1,1,232,2.4
6925,1za7,A,1za7A00,2,60,120,220,3,1,1,1,1,151,2.7
16926,1j3a,A,1j3aA00,3,90,1180,10,1,1,1,1,1,129,1.6
7468,1b2p,A,1b2pA00,2,90,10,10,7,1,1,1,1,119,1.7
12554,2v54,A,2v54A00,3,40,50,300,19,3,1,1,1,204,2.4
17128,1w4h,A,1w4hA00,4,10,320,10,5,2,1,1,1,45,999.0
13441,4yxf,B,4yxfB00,3,40,50,720,495,2,1,1,1,227,2.7
3481,4qnd,A,4qndA00,1,20,1280,290,2,1,1,1,1,97,1.7
15499,2v5h,A,2v5hA00,3,40,1160,10,17,3,1,1,1,284,2.75
6435,5i0y,B,5i0yB00,2,60,40,2480,1,2,1,1,1,158,1.4
4459,2jte,A,2jteA00,2,30,30,40,20,3,1,1,1,64,999.0
12891,2yc4,C,2yc4C00,3,40,50,300,444,1,1,1,1,177,2.8
16889,4lw4,D,4lw4D00,3,90,1010,10,3,1,1,1,1,137,2.01
853,1wrk,A,1wrkA00,1,10,238,10,61,1,1,1,1,82,2.15
14873,1hzm,A,1hzmA00,3,40,250,10,51,1,1,1,1,154,999.0
